Product_name,rating,product_color,user_name,review_title,review_discription,review_dated
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0 out of 5 stars,Size: 3 kg (Pack of 1),Rajni Chauhan,Nice,Great..,21 August 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",4.0 out of 5 stars,Size: 20 kg (Pack of 1),Saravana Kumar,Received as stated.,Ok.,20 August 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",4.0 out of 5 stars,Size: 3 kg (Pack of 1),Gopender,My dog eats it.,"I am not very sure about the quality of food as the 1st ingredient in the list is cereals, which means it the most of the food, about which I am not too happy.But more important for me is that my dog eats this food in combination of other foods and it keeps her full.",17 August 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0 out of 5 stars,Size: 20 kg (Pack of 1),Urmila Singh,Great for dog 🐕,My dog loves this pedigree and it has helped my dog with good body and hair growth. Help in fulfilling the essential nutrients requirements. Doesn’t effects the digestion of the dog. Value for money product.,10 August 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0 out of 5 stars,Size: 3 kg (Pack of 1),Ajay,good,"I can’t personally vouch for the taste, since I didn’t try it myself! But my dog seems to enjoy it, and his bowl is always empty after mealtime. It looks like it does the job, but for a more accurate review, you'd have to ask my pup!",9 August 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0 out of 5 stars,Size: 5.5 kg (Pack of 1),Atul Ghuge,Product,Worth purchase!,9 August 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",3.0 out of 5 stars,Size: 20 kg (Pack of 1),Aakash Mathur,Okay,Street dogs dont like it much.,4 August 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",5.0 out of 5 stars,Size: 10 kg (Pack of 1),Ruchi yadav,Goood,Goood,31 July 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",1.0 out of 5 stars,Size: 20 kg (Pack of 1),A,Expired product,After opening found the Product infected with fungus.,27 July 2024
"Pedigree Adult Dry Dog Food, Chicken & Vegetables, 3kg Pack",1.0 out of 5 stars,Size: 20 kg (Pack of 1),Rumeel Medav,Worms In Dog Food DO NO ORDER,I had recieved the bag intact but the transperant plastic bag inside had a few holes upon inspection i found that there were soo many worms in the dog food. We had to throw the whole 20Kg pack DO NOT ORDER,25 July 2024
Harry Potter and the Philosopher's Stone,5.0 out of 5 stars,,Shaik parvez,Harry Potter and the philosophers Stone,"The media could not be loaded.
                



I like this story telling  and wonderful book.",20 August 2024
Harry Potter and the Philosopher's Stone,5.0 out of 5 stars,,Mekala N.,Loved it !,This book has become my favourite from today. I loved it. I've delved into the world of magic. And I really appreciate JK Rowling for writing this amazing book.,19 August 2024
Harry Potter and the Philosopher's Stone,5.0 out of 5 stars,,arvind acharya,Authentic,Colors ok ok .Print quality ok ok . Contant good,19 August 2024
Harry Potter and the Philosopher's Stone,5.0 out of 5 stars,,Disha S.,Amazing,A must read book,19 August 2024
Harry Potter and the Philosopher's Stone,5.0 out of 5 stars,,ASHUTOSH G.,Enjoyable😘,"The media could not be loaded.
                



I like this book story and also the quality ☺️",15 August 2024
Harry Potter and the Philosopher's Stone,5.0 out of 5 stars,,kavitha,My first Fantasy series,The language is beautiful and the imagination is wonderful. Reading this book was interesting despite the fact that I've seen the movie.,11 August 2024
Harry Potter and the Philosopher's Stone,5.0 out of 5 stars,,karthikeyan,Good Quality Paper,I don't need to say about the book content. amazon took 3 to 4 days from delivery but quality of this books is very good and well delivered.,10 August 2024
Harry Potter and the Philosopher's Stone,5.0 out of 5 stars,,Saurabh Bhatt,A must-read for all the folks who have overcharged imagination,"Watched all the movies. But oh my, reading is another level. Soon gonna finish the whole series. What a great book.",9 August 2024
Harry Potter and the Philosopher's Stone,1.0 out of 5 stars,,Nayana,I have got a fake book of harry potter,"The media could not be loaded.
                



As a fan of harry potter, it feels too sad to get a fake copy of the book.",1 August 2024
Harry Potter and the Philosopher's Stone,4.0 out of 5 stars,,Spectric star,Great but difficult at times.,"This Book is really nicely written. The characters, the plot and the writing are just great. However, I do have some issues with the writing. The Vocabulary at times becomes extremely Overwhelming and the Dialogues said By Hagrid in Old English are kinda difficult to catch up to.Overall, a nice read with a few normal problems.8/10",31 July 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: LFog Teal,Kayra,Perfect,Fit well..,23 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: 2XLFog Teal,SAI R.,S,SooperYesNoYesYes,23 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: XLDresden Blue,Anand Bijapurkar,Lovely tshirt,"Beautiful color, fabric, style and fitting. Value fir money.",23 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0 out of 5 stars,Size: 3XLIceland Poppy,deepak bhakoo,Good but shrinked,"i really liked this shirt. the colour is good, and the cloth is fine too for the price. but the main issue is of shrinking. it almost became 1 size smaller after washing. that is unacceptable.",23 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0 out of 5 stars,Size: LPoseidon Blue,kishlay,Colour Fading,Colour disappeared after 3-4 wash. Waste product to buy.,22 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: LDresden Blue,Ab Rouf khan,Very nice product,Very nice product,21 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: LCandle Pink,Kapil bhat,Value,Good value,19 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0 out of 5 stars,Size: 2XLPoseidon Blue,Good quality 👍,Sumona ghosh,Good comfort,19 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),2.0 out of 5 stars,Size: LEden Green,Tarunshankar Mishra,Colour is not dark green it's dust green,Dislike,18 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: LCandle Pink,Marshmello,Good,Good,18 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0 out of 5 stars,Size: MPomegranate,Worst product cheap quality,Me K chandra,Cheap quality,18 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0 out of 5 stars,Size: 2XLPoseidon Blue,Dr.P. Bhattacharya,Colour fades easily,The color fades within 2 washes.Fabric quality is good but the colour is not good.,18 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: MIce Green,Naina,Nice .,"Biught it for my husband ,he liked it.",17 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0 out of 5 stars,Size: XLJet Black,itzarun,Color fades in a single wash,Color faded away in a single wash. Worst product.,16 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0 out of 5 stars,Size: LPeacot Blue,Superbrassexport,"Very poor quality, avoid",Color not as pictured and poor fabric quality,16 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),2.0 out of 5 stars,Size: 3XLEden Green,devraj sinh chauhan,Full polestar no cotton,You can were this product for max 2 hour after that it start smelling .,15 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0 out of 5 stars,Size: MWhite,HelloHemant K,Transparent,It's quite thin material and does not have a premium feel. Ok for wearing in home.,14 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0 out of 5 stars,Size: SPoseidon Blue,VENKATA REDDY,Good,Worth to buy,14 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: XLDresden Blue,Varun Chitale,Nice Cloth,Nice Fabric,13 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0 out of 5 stars,Size: MIce Green,HIMANSHU,Don't buy. Very Cheap quality,After 2 washes only it will have lints all over and you cannot wear the tshirt amymore after that which means that the fabric quality is of the worst grade. Not buying any apparel from Amazon Symbol brand. Please don't waste your money ..you will much better quality polo tees from local stores at  the same price,13 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0 out of 5 stars,Size: MDresden Blue,Shivini deep,Good,Good  quality product  👍,12 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0 out of 5 stars,Size: LSky blue,ravi darjee,Very bad,Third class hai,12 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0 out of 5 stars,Size: MJet Black,Rupam Das,Size and fabric.,Size is not perfect according to its given size and its mixed fabric.,11 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0 out of 5 stars,Size: MFog Teal,abhishek john,average product for this price range,"Quality and finish is poor, but considering the price range its justifiable. Dont expect the quality of a 600rs Allen Solly t-shirt from a 350rs Symbol tshirt.Material is thin on comparison and can expect it to go out of shape after a wash, personally I dont think its worth the money, spent 250 more for a good quality t-shirt.I returned mine and ordered from Allen Solly for 549rs under offer, they sell good quality products around 600-700rs range, other good brands seems to charge more.",9 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0 out of 5 stars,Size: LEstate Blue,Jaymin,Ok ok quality,Ok ok quality,8 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: LPink,chandan j.,"Good product, colour , cloth and fitting",God product overall,8 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0 out of 5 stars,Size: XLTango Red,Gaurav,Color is not exact,Color looks very punchy in image whereas in original the color is more maroonish rather than bloody red.,8 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: MJet Black,BODDEDA GOWTHAM,Simply awesome,"Looking amazing and after wearing, I felt comfort and free. Nice product.",8 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: XLPoseidon Blue,Chetan Bhavsar,As per my expectations,Very good quality.,8 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),2.0 out of 5 stars,Size: LJet Black,md shadab,Bad quality 😠,Bad quality,7 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0 out of 5 stars,Size: XLIce Green,Parvinder singh,Nice,Value for money,7 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: 3XLBossa Nova,Pankaj Patel,Wonderful,"Just excellent,  i ordered 4 for my husband and he is really happy with them, ty for the fine product , if they are in 5xl i will order for myself now 😀 they cool and pretty colors",7 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),3.0 out of 5 stars,Size: XLDresden Blue,Amazon Customer,Ok,Quality is ok but loose fit,6 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),4.0 out of 5 stars,Size: LIce Green,Taj Ahmed Khan,A good buy,"Good quality fabric and a very good fit. Color, as seen in the picture which is seldom the case.",6 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),1.0 out of 5 stars,Size: 2XLEstate Blue,Bad,Bad quality and fitting,Worst product after single hand wash its faded and loose,6 August 2024
Amazon Brand - Symbol Men's Cotton Rich Polo T Shirt | Collar Tshirts | Half Sleeves | Plain - Regular Fit (Fog Teal_L),5.0 out of 5 stars,Size: 2XLJet Black,Rahul.R,Excellent,"I'd like to first say a big thanks to Amazon, at the price point really affordable and good quality. I still don't know why people waste time in a store named Sudio (iykyk)",5 August 2024
